Data,Mandante,Hor/Res,Visitante,Liga,Fase,Unnamed: 6,Torneio,Campo
2024-09-28 16:00:16,Rondonópolis Hawks,26 - 12,Cuiabá Arsenal,,-,,bfa-2024,
2024-09-29 09:30:24,Fortaleza Tritões,41 - 08,Caruaru Wolves,,-,,bfa-2024,
2024-09-29 14:00:24,Recife Mariners,24 - 06,Cavalaria 2 de Julho,,-,,bfa-2024,
2024-10-12 16:00:00,Santa Maria Soldiers,12 - 41,T-Rex,,-,,bfa-2024,
2024-10-13 14:00:26,Fortaleza Tritões,16 - 17,Recife Mariners,,-,,bfa-2024,
2024-10-19 14:00:26,Rondonópolis Hawks,20 - 00,Manaus FA,,-,,bfa-2024,
2024-10-20 15:00:32,Galo FA,07 - 00,Vasco Almirantes,,-,,bfa-2024,
2024-11-02 16:00:09,Timbó Rex,14 - 26,Recife Mariners,,,,bfa-2024,
2024-11-09 14:00:30,Rondonópolis Hawks,03 - 16,Galo FA,,,,bfa-2024,
2024-12-01 15:00:49,Recife Mariners,22 - 06,Galo FA,,,,bfa-2024,
2024-04-07 14:00:00,Santa Cruz Imortais,10 - 06,Caruaru Wolves,,,,campeonato-pernambucano-2024,
2024-04-21 14:00:00,Mariners Development,07 - 34,Santa Cruz Imortais,,,,campeonato-pernambucano-2024,Estádio do Arruda - Recife/PE
2024-05-05 09:00:00,Caruaru Wolves,27 - 09,Mariners Development,,,,campeonato-pernambucano-2024,Recife/PE
2024-05-26 14:00:00,Recife Imortais,15 - 07,Caruaru Wolves,,,,campeonato-pernambucano-2024,
2024-04-07 14:00:00,Matilha dos Vales,26 - 06,Bears FA,,,,campeonato-gaucho-2024,
2024-04-07 14:00:00,Santa Maria Soldiers,34 - 18,Canoas Bulls,,,,campeonato-gaucho-2024,Estádio dos Eucaliptos - Santa Maria/RS
2024-04-13 18:00:00,Chape FA,00 - 58,Porto Alegre Pumpkins,,,,campeonato-gaucho-2024,Chapecó/SC
2024-04-14 13:30:00,Erechim Coroados,44 - 00,Gravataí Spartans,,,,campeonato-gaucho-2024,Erechim/RS
2024-04-28 14:00:00,Canoas Bulls,19 - 30,Matilha dos Vales,,,,campeonato-gaucho-2024,Grêmio Esportivo Nacional - São Leopoldo/RS
2024-04-28 14:00:00,Bears FA,00 - 51,Santa Maria Soldiers,,,,campeonato-gaucho-2024,Estádio Luiz Ferreira - Parobé/RS
2024-05-05 14:00:00,Gravataí Spartans,14:00:00Adiado,Chape FA,,,,campeonato-gaucho-2024,
2024-05-05 14:00:00,Porto Alegre Pumpkins,14:00:00Adiado,Erechim Coroados,,,,campeonato-gaucho-2024,
2024-05-18 14:00:00,Santa Maria Soldiers,14:00:00Adiado,Matilha dos Vales,,,,campeonato-gaucho-2024,
2024-05-18 14:00:00,Canoas Bulls,14:00:00Adiado,Bears FA,,,,campeonato-gaucho-2024,
2024-05-26 14:00:00,Chape FA,14:00:00Adiado,Erechim Coroados,,,,campeonato-gaucho-2024,
2024-05-26 14:00:00,Gravataí Spartans,14:00:00Adiado,Porto Alegre Pumpkins,,,,campeonato-gaucho-2024,
2024-03-17 10:00:00,Uberlândia Lobos,03 - 08,Nova Serrana Forgeds,,,,campeonato-mineiro-2024,Parque do Sabiá - Uberlândia/MG
2024-03-24 10:00:00,Tigres FA,00 - 14,Juiz de Fora Imperadores,,,,campeonato-mineiro-2024,
2024-03-30 14:00:00,Nova Serrana Forgeds,52 - 00,Pouso Alegre Gladiadores,,,,campeonato-mineiro-2024,Campo Frei Ambrósio - Nova Serrana/MG
2024-04-07 10:00:00,Juiz de Fora Imperadores,20 - 12,Contagem Inconfidentes,,,,campeonato-mineiro-2024,Juiz de Fora/MG
2024-04-14 14:00:00,Pouso Alegre Gladiadores,12 - 13,Uberlândia Lobos,,,,campeonato-mineiro-2024,
2024-04-21 10:00:00,Contagem Inconfidentes,12 - 06,Tigres FA,,,,campeonato-mineiro-2024,Contagem/MG
2024-05-01 10:00:00,Contagem Inconfidentes,26 - 00,Pouso Alegre Gladiadores,,,,campeonato-mineiro-2024,
2024-05-05 10:00:00,Uberlândia Lobos,20 - 19,Tigres FA,,,,campeonato-mineiro-2024,
2024-05-19 10:00:00,Juiz de Fora Imperadores,20 - 06,Contagem Inconfidentes,,,,campeonato-mineiro-2024,
2024-05-19 14:00:00,Nova Serrana Forgeds,23 - 13,Uberlândia Lobos,,,,campeonato-mineiro-2024,
2024-06-02 10:00:00,Galo FA,28 - 07,Uberlândia Lobos,,,,campeonato-mineiro-2024,
2024-06-02 14:00:00,Nova Serrana Forgeds,13 - 14,Juiz de Fora Imperadores,,,,campeonato-mineiro-2024,
2024-06-08 14:00:00,Locomotiva FA,33 - 21,Contagem Inconfidentes,,,,campeonato-mineiro-2024,
2024-06-22 14:00:00,Galo FA,41 - 03,Nova Serrana Forgeds,,,,campeonato-mineiro-2024,
2024-06-23 14:00:00,Locomotiva FA,40 - 06,Juiz de Fora Imperadores,,,,campeonato-mineiro-2024,
2024-07-06 14:00:00,Locomotiva FA,12 - 19,Galo FA,,,,campeonato-mineiro-2024,
2024-03-02 14:30:00,Coritiba Crocodiles,62 - 00,JEC Gladiators,,,,campeonato-paranaense-2024,Croco Stadium - Curitiba/PR
2024-03-03 09:30:00,Brown Spiders,53 - 00,Francisco Beltrão Red Feet,,,,campeonato-paranaense-2024,Croco Stadium - Curitiba/PR
2024-03-03 14:00:00,Maringá Pyros,14 - 20,Cascavel Olympians,,,,campeonato-paranaense-2024,Maringá/PR
2024-03-10 14:00:00,Londrina Bristlebacks,14 - 07,Paraná HP,,,,campeonato-paranaense-2024,Estádio Uady Chaiben - Londrina/PR
2024-03-10 14:00:00,PRC Guardian Saints,12 - 07,Ponta Grossa Phantoms,,,,campeonato-paranaense-2024,Croco Stadium - Curitiba/PR
2024-03-17 15:00:00,Francisco Beltrão Red Feet,14 - 12,Curitiba Lions,,,,campeonato-paranaense-2024,Arrudão - Francisco Beltrão/PR
2024-03-23 14:30:00,JEC Gladiators,00 - 15,PRC Guardian Saints,,,,campeonato-paranaense-2024,Grêmio Whirlpool - Joinville/SC
2024-03-24 14:00:00,Cascavel Olympians,00 - 57,Coritiba Crocodiles,,,,campeonato-paranaense-2024,Cascavel/PR
2024-03-24 14:00:00,Paraná HP,00 - 17,Brown Spiders,,,,campeonato-paranaense-2024,Campo Largo/PR
2024-04-07 09:30:00,Curitiba Lions,00 - 41,Londrina Bristlebacks,,,,campeonato-paranaense-2024,Croco Stadium - Curitiba/PR
2024-04-07 14:00:00,Ponta Grossa Phantoms,13 - 12,Maringá Pyros,,,,campeonato-paranaense-2024,Ponta Grossa/PR
2024-04-14 14:00:00,PRC Guardian Saints,00 - 36,Coritiba Crocodiles,,,,campeonato-paranaense-2024,Croco Stadium - Curitiba/PR
2024-04-14 14:00:00,Paraná HP,17 - 00,Francisco Beltrão Red Feet,,,,campeonato-paranaense-2024,Centro Esportivo Fanático - Campo Largo/PR
2024-04-21 14:00:00,Londrina Bristlebacks,29 - 27,Brown Spiders,,,,campeonato-paranaense-2024,Estádio Uady Chaiben - Londrina/PR
2024-04-21 14:30:00,JEC Gladiators,00 - 32,Ponta Grossa Phantoms,,,,campeonato-paranaense-2024,Grêmio Whirlpool - Joinville/SC
2024-04-28 14:00:00,Cascavel Olympians,14 - 46,PRC Guardian Saints,,,,campeonato-paranaense-2024,
2024-05-04 19:00:00,Maringá Pyros,02 - 00,JEC Gladiators,,,,campeonato-paranaense-2024,Estádio Willie Davids - Maringá/PR
2024-05-05 14:00:00,Curitiba Lions,00 - 29,Paraná HP,,,,campeonato-paranaense-2024,Croco Stadium - Curitiba/PR
2024-05-05 14:45:00,Francisco Beltrão Red Feet,06 - 30,Londrina Bristlebacks,,,,campeonato-paranaense-2024,Arrudão - Francisco Beltrão/PR
2024-05-18 15:00:00,Brown Spiders,56 - 00,Curitiba Lions,,,,campeonato-paranaense-2024,Croco Stadium - Curitiba/PR
2024-05-19 14:00:00,Coritiba Crocodiles,62 - 00,Maringá Pyros,,,,campeonato-paranaense-2024,Croco Stadium - Curitiba/PR
2024-05-19 14:00:00,Ponta Grossa Phantoms,24 - 14,Cascavel Olympians,,,,campeonato-paranaense-2024,Ponta Grossa/PR
2024-06-02 14:00:21,Brown Spiders,42 - 00,Ponta Grossa Phantoms,,,,campeonato-paranaense-2024,
2024-06-09 14:00:20,Guardian Saints,16 - 19,Paraná HP,,,,campeonato-paranaense-2024,
2024-06-23 14:00:18,Londrina Bristlebacks,26 - 16,Paraná HP,,,,campeonato-paranaense-2024,
2024-07-06 14:00:16,Coritiba Crocodiles,11 - 00,Brown Spiders,,,,campeonato-paranaense-2024,
2024-07-07 14:30:48,Guardian Saints,00 - 14,Ponta Grossa Phantoms,,,,campeonato-paranaense-2024,
2024-07-27 19:00:40,Londrina Bristlebacks,00 - 34,Coritiba Crocodiles,,,,campeonato-paranaense-2024,
2024-03-09 19:00:00,Rio Preto Weilers,16 - 06,Ocelots FA,,,,sao-paulo-football-league-2024,Distrito Industrial - S. J. do Rio Preto/SP
2024-03-10 10:00:00,São Bernardo Avengers,34 - 07,Sorocaba Vipers,,,,sao-paulo-football-league-2024,Estádio Baetão - São Bernardo do Campo/SP
2024-03-10 14:00:00,Guarulhos Rhynos,53 - 08,Guarani Indians,,,,sao-paulo-football-league-2024,Estádio Baetão - São Bernardo do Campo/SP
2024-03-17 14:00:00,Moura Lacerda Dragons,33 - 14,Empyreo Leme Lizards,,,,sao-paulo-football-league-2024,Campus Moura Lacerda - Ribeirão Preto/SP
2024-03-17 14:00:00,Corinthians Steamrollers,00 - 31,Spartans Football,,,,sao-paulo-football-league-2024,CT Touchdown - São Paulo/SP
2024-03-17 14:00:00,Vikings FA,38 - 07,Caraguá Ghostship,,,,sao-paulo-football-league-2024,Ribeirão Pires/SP
2024-03-24 10:00:00,Guarani Indians,00 - 19,São Bernardo Avengers,,,,sao-paulo-football-league-2024,Campinas/SP
2024-03-24 14:00:00,Ocelots FA,30 - 06,Sorocaba Vipers,,,,sao-paulo-football-league-2024,Jundiaí/SP
2024-03-31 10:00:00,Moura Lacerda Dragons,14 - 03,Spartans Football,,,,sao-paulo-football-league-2024,Ribeirão Pires/SP
2024-03-31 10:00:00,Empyreo Leme Lizards,27 - 00,Caraguá Ghostship,,,,sao-paulo-football-league-2024,São José dos Campos/SP
2024-03-31 14:00:00,Corinthians Steamrollers,12 - 07,Vikings FA,,,,sao-paulo-football-league-2024,Ribeirão Pires/SP
2024-04-07 08:00:00,Guarani Indians,07 - 14,Sorocaba Vipers,,,,sao-paulo-football-league-2024,CT Touchdown - São Paulo/SP
2024-04-07 10:00:00,Rio Preto Weilers,13 - 10,São Bernardo Avengers,,,,sao-paulo-football-league-2024,Assis/SP
2024-04-07 15:00:00,Guarulhos Rhynos,45 - 14,Ocelots FA,,,,sao-paulo-football-league-2024,CT Touchdown - São Paulo/SP
2024-04-14 09:30:00,Moura Lacerda Dragons,48 - 00,Vikings FA,,,,sao-paulo-football-league-2024,Campus Moura Lacerda - Ribeirão Preto/SP
2024-04-14 11:00:00,Spartans Football,41 - 27,Empyreo Leme Lizards,,,,sao-paulo-football-league-2024,Clube de Campo Empyreo - Leme/SP
2024-04-14 14:00:00,Corinthians Steamrollers,23 - 13,Caraguá Ghostship,,,,sao-paulo-football-league-2024,Caraguatatuba/SP
2024-04-21 01:00:00,Ocelots FA,42 - 12,Guarani Indians,,,,sao-paulo-football-league-2024,Jundiaí/SP
2024-04-21 11:00:00,Guarulhos Rhynos,50 - 13,São Bernardo Avengers,,,,sao-paulo-football-league-2024,Jundiaí/SP
2024-04-21 14:00:00,Rio Preto Weilers,38 - 00,Sorocaba Vipers,,,,sao-paulo-football-league-2024,São José do Rio Preto/SP
2024-04-28 10:00:00,Spartans Football,60 - 00,Caraguá Ghostship,,,,sao-paulo-football-league-2024,São José dos Campos/SP
2024-04-28 10:00:00,Empyreo Leme Lizards,14 - 31,Vikings FA,,,,sao-paulo-football-league-2024,
2024-04-28 14:00:00,Moura Lacerda Dragons,48 - 00,Corinthians Steamrollers,,,,sao-paulo-football-league-2024,CT Touchdown - São Paulo/SP
2024-05-05 11:00:00,Rio Preto Weilers,51 - 19,Guarani Indians,,,,sao-paulo-football-league-2024,Sorocaba/SP
2024-05-05 14:30:00,Guarulhos Rhynos,45 - 00,Sorocaba Vipers,,,,sao-paulo-football-league-2024,Sorocaba/SP
2024-05-19 08:00:00,Ocelots FA,07 - 07,São Bernardo Avengers,,,,sao-paulo-football-league-2024,Clube de Campo Empyreo - Leme/SP
2024-05-19 10:00:00,Rio Preto Weilers,07 - 10,Guarulhos Rhynos,,,,sao-paulo-football-league-2024,Taubaté/SP
2024-05-19 11:00:00,Moura Lacerda Dragons,48 - 00,Caraguá Ghostship,,,,sao-paulo-football-league-2024,Clube de Campo Empyreo - Leme/SP
2024-05-19 14:00:00,Empyreo Leme Lizards,37 - 12,Corinthians Steamrollers,,,,sao-paulo-football-league-2024,Clube de Campo Empyreo - Leme/SP
2024-05-19 14:00:00,Spartans Football,27 - 17,Vikings FA,,,,sao-paulo-football-league-2024,CT Touchdown - São Paulo/SP
2024-03-17 10:00:00,Franca Carrascos,47 - 00,Mooca Destroyers,,,,sao-paulo-football-league-2024,CT Touchdown - São Paulo/SP
2024-03-17 13:00:00,Guarás FA,19 - 06,São Paulo Storm,,,,sao-paulo-football-league-2024,Estádio Municipal - Areiópolis/SP
2024-04-14 14:00:00,Franca Carrascos,00 - 07,Tatuapé Monsters,,,,sao-paulo-football-league-2024,Ginásio Champagnat - Franca/SP
2024-04-21 08:00:00,São Paulo Storm,15 - 37,Werewolves Football,,,,sao-paulo-football-league-2024,Jundiaí/SP
2024-05-05 11:00:00,Mooca Destroyers,00 - 26,Tatuapé Monsters,,,,sao-paulo-football-league-2024,Sorocaba/SP
2024-05-05 14:00:00,Werewolves Football,14 - 34,Guarás FA,,,,sao-paulo-football-league-2024,Avaré/SP
2024-03-17 10:00:00,Vikings Berserker,12 - 14,Caniballs Football,,,,sao-paulo-football-league-2024,Ribeirão Pires/SP
2024-03-24 14:00:00,Ponte Preta Gorilas,02 - 00,Black Panthers Football,,,,sao-paulo-football-league-2024,Campinas/SP
2024-03-31 14:00:00,São José Jets,00 - 17,Caniballs Football,,,,sao-paulo-football-league-2024,São José dos Campos/SP
2024-04-07 11:00:00,Taubaté Football,14 - 09,Vikings Berserker,,,,sao-paulo-football-league-2024,CT Touchdown - São Paulo/SP
2024-04-07 14:00:00,Assis Captains,24 - 00,Avaré Lions,,,,sao-paulo-football-league-2024,Assis/SP
2024-04-28 09:00:00,Taubaté Football,00 - 07,Caniballs Football,,,,sao-paulo-football-league-2024,CT Touchdown - São Paulo/SP
2024-04-28 14:00:00,São José Jets,42 - 00,Vikings Berserker,,,,sao-paulo-football-league-2024,São José dos Campos/SP
2024-04-28 14:00:00,Ponte Preta Gorilas,25 - 07,Piracicaba Cane Cutters,,,,sao-paulo-football-league-2024,
2024-05-05 10:00:32,Avaré Lions,13 - 24,Assis Captains,,,,sao-paulo-football-league-2024,Assis/SP
2024-05-19 10:00:00,Piracicaba Cane Cutters,00 - 21,Black Panthers Football,,,,sao-paulo-football-league-2024,CT Touchdown - São Paulo/SP
2024-05-19 14:00:00,Taubaté Football,16 - 15,São José Jets,,,,sao-paulo-football-league-2024,Campo da CTI - Taubaté/SP
2024-06-02 10:00:15,Rio Preto Weilers,36 - 00,Vikings FA,,,,sao-paulo-football-league-2024,
2024-06-02 14:00:10,Spartans Football,22 - 42,Ocelots FA,,,,sao-paulo-football-league-2024,
2024-06-16 10:00:03,Guarulhos Rhynos,09 - 13,Rio Preto Weilers,,,,sao-paulo-football-league-2024,
2024-06-16 14:00:06,Moura Lacerda Dragons,34 - 07,Ocelots FA,,,,sao-paulo-football-league-2024,
2024-07-07 14:00:06,Rio Preto Weilers,30 - 20,Moura Lacerda Dragons,,,,sao-paulo-football-league-2024,
2024-05-26 10:00:25,São Paulo Storm,21 - 23,Franca Carrascos,,,,sao-paulo-football-league-2024,
2024-05-26 14:00:20,Mooca Destroyers,00 - 37,Werewolves Football,,,,sao-paulo-football-league-2024,
2024-06-09 10:00:41,Tatuapé Monsters,07 - 42,Werewolves Football,,,,sao-paulo-football-league-2024,
2024-06-16 10:00:09,Guarás FA,53 - 08,Franca Carrascos,,,,sao-paulo-football-league-2024,
2024-06-30 14:00:05,Guarás FA,22 - 12,Werewolves Football,,,,sao-paulo-football-league-2024,
2024-06-02 10:00:54,Taubaté Football,42 - 08,Black Panthers Football,,,,sao-paulo-football-league-2024,
2024-06-02 14:00:38,Ponte Preta Gorilas,06 - 08,Avaré Lions,,,,sao-paulo-football-league-2024,
2024-06-16 10:00:13,Caniballs Football,14 - 08,Taubaté Football,,,,sao-paulo-football-league-2024,
2024-06-16 14:00:12,Assis Captains,26 - 22,Avaré Lions,,,,sao-paulo-football-league-2024,
2024-06-30 10:00:05,Caniballs Football,27 - 08,Assis Captains,,,,sao-paulo-football-league-2024,
2023-09-17 10:00:47,Curitiba Lions,07 - 34,Ponta Grossa Phantoms,,,,copa-pr-2023,
2023-09-23 19:00:21,Maringá Pyros,52 - 06,Wolves UTFPR-CP,,,,copa-pr-2023,
2023-10-08 15:05:15,Maringá Pyros,07 - 15,Ponta Grossa Phantoms,,,,copa-pr-2023,
2023-09-17 10:00:39,São José Jets,10 - 30,Tatuapé Monsters,,,,pick-six-cup-2023,CT Touchdown - São Paulo/SP
2023-09-17 14:00:32,Spartans Football,42 - 07,Taubaté Football,,,,pick-six-cup-2023,CT Touchdown - São Paulo/SP
2023-10-22 10:00:03,São José Jets,14 - 26,Taubaté Football,,,,pick-six-cup-2023,CT Touchdown - São Paulo/SP
2023-10-22 15:00:53,Tatuapé Monsters,00 - 40,Spartans Football,,,,pick-six-cup-2023,CT Touchdown - São Paulo/SP
2023-11-05 10:00:13,Spartans Football,61 - 00,São José Jets,,,,pick-six-cup-2023,
2023-11-05 14:00:47,Tatuapé Monsters,07 - 20,Taubaté Football,,,,pick-six-cup-2023,
2023-12-03 14:00:22,Spartans Football,08 - 09,Taubaté Football,,,,pick-six-cup-2023,
2023-08-06 10:00:00,Black Panthers Football,06 - 53,Guarás FA,,,,taca-nove-de-julho-2023,Clube de Campo Empyreo - Leme/SP
2023-08-06 14:00:00,Empyreo Leme Lizards,51 - 07,São Paulo Storm,,,,taca-nove-de-julho-2023,Clube de Campo Empyreo - Leme/SP
2023-09-10 10:00:00,São Paulo Storm,14 - 16,Caniballs Football,,,,taca-nove-de-julho-2023,Campinas/SP
2023-09-10 14:00:00,Guarani Indians,57 - 00,Black Panthers Football,,,,taca-nove-de-julho-2023,Campinas/SP
2023-09-24 10:00:00,Guarás FA,20 - 21,Guarani Indians,,,,taca-nove-de-julho-2023,Estádio Municipal - Areiópolis/SP
2023-09-24 14:00:00,Caniballs Football,10 - 21,Empyreo Leme Lizards,,,,taca-nove-de-julho-2023,Estádio Municipal - Areiópolis/SP
2023-10-15 00:00:35,Guarás FA,13 - 07,São Paulo Storm,,,,taca-nove-de-julho-2023,
2023-10-15 10:00:24,Caniballs Football,16 - 06,Black Panthers Football,,,,taca-nove-de-julho-2023,
2023-11-19 10:00:24,Guarani Indians,42 - 00,Caniballs Football,,,,taca-nove-de-julho-2023,
2023-11-19 14:00:29,Empyreo Leme Lizards,23 - 00,Guarás FA,,,,taca-nove-de-julho-2023,
2023-12-03 15:30:53,Guarani Indians,38 - 26,Empyreo Leme Lizards,,,,taca-nove-de-julho-2023,
2023-07-01 14:00:00,Sergipe Redentores,40 - 33,Jangadeiros FA,,,,bfa-2023,Aracaju/SE
2023-07-01 14:00:00,Tubarões do Cerrado,00 - 46,Rondonópolis Hawks,,,,bfa-2023,Gama/DF
2023-07-02 13:30:00,Caucaia Sabres,00 - 20,Mossoró Petroleiros,,,,bfa-2023,Fortaleza/CE
2023-07-08 14:00:00,Santa Maria Soldiers,21 - 14,Istepôs FA,,,,bfa-2023,Estádio dos Eucaliptos - Santa Maria/RS
2023-07-08 17:00:00,Carrancas FA,07 - 10,Cavalaria 2 de Julho,,,,bfa-2023,Estádio Paulo Coelho - Petrolina/PE
2023-07-08 17:00:00,T-Rex,35 - 00,Juventude FA,,,,bfa-2023,Complexo Esportivo - Timbó/SC
2023-07-09 13:30:00,Ceará Caçadores,16 - 34,Fortaleza Tritões,,,,bfa-2023,UNIFOR - Fortaleza/CE
2023-07-09 15:00:00,Parnamirim Scorpions,00 - 13,Recife Mariners,,,,bfa-2023,Estádio do Potiguar - Parnamirim/RN
2023-07-16 13:30:00,Caucaia Sabres,18 - 19,Parnamirim Scorpions,,,,bfa-2023,UNIFOR - Fortaleza/CE
2023-07-22 14:00:00,Cavalaria 2 de Julho,06 - 41,Recife Mariners,,,,bfa-2023,Camaçari/BA
2023-07-22 15:30:00,Santa Cruz Imortais,13 - 48,Jangadeiros FA,,,,bfa-2023,Cabo de Sto. Agostinho/PE
2023-07-23 13:30:00,Fortaleza Tritões,36 - 34,João Pessoa Espectros,,,,bfa-2023,UNIFOR - Fortaleza/CE
2023-07-23 13:30:00,Mossoró Petroleiros,07 - 52,Ceará Caçadores,,,,bfa-2023,Mossoró/RN
2023-07-23 14:00:00,Sergipe Redentores,00 - 03,Carrancas FA,,,,bfa-2023,Aracaju/SE
2023-07-23 14:00:00,Istepôs FA,07 - 14,Almirantes FA,,,,bfa-2023,Estádio Municipal Galeão - Canelinha/SC
2023-07-23 16:00:00,Cuiabá Arsenal,19 - 41,Sorriso Hornets,,,,bfa-2023,Dutrinha - Cuiabá/MT
2023-07-29 14:00:00,Santa Maria Soldiers,08 - 26,T-Rex,,,,bfa-2023,Estádio dos Eucaliptos - Santa Maria/RS
2023-07-29 14:00:00,Tubarões do Cerrado,13 - 14,Cruzeiro FA,,,,bfa-2023,Gama/DF
2023-07-29 16:00:00,Rondonópolis Hawks,56 - 07,Porto Velho Miners,,,,bfa-2023,Rondonópolis/MT
2023-08-05 17:00:00,Carrancas FA,45 - 00,Santa Cruz Imortais,,,,bfa-2023,Estádio Paulo Coelho - Petrolina/PE
2023-08-06 13:30:00,Ceará Caçadores,52 - 03,Caucaia Sabres,,,,bfa-2023,UNIFOR - Fortaleza/CE
2023-08-06 14:00:00,João Pessoa Espectros,35 - 00,Parnamirim Scorpions,,,,bfa-2023,Vila Olímpica Parahyba - João Pessoa/PB
2023-08-06 14:00:00,Jangadeiros FA,19 - 27,Cavalaria 2 de Julho,,,,bfa-2023,Maceió/AL
2023-08-06 14:00:00,Manaus FA,40 - 06,Vingadores FA,,,,bfa-2023,SEST SENAT - Manaus/AM
2023-08-06 14:00:00,Recife Mariners,35 - 09,Sergipe Redentores,,,,bfa-2023,Estádio do Arruda - Recife/PE
2023-08-12 14:00:00,Locomotiva FA,33 - 08,Vasco Almirantes,,,,bfa-2023,Faculdade Universo - Belo Horizonte/MG
2023-08-13 10:00:00,Remo Lions,08 - 30,São Luís Sharks,,,,bfa-2023,AABB - Ananindeua/PA
2023-08-13 14:00:00,Fortaleza Tritões,59 - 00,Mossoró Petroleiros,,,,bfa-2023,UNIFOR - Fortaleza/CE
2023-08-19 14:00:00,Cavalaria 2 de Julho,28 - 13,Sergipe Redentores,,,,bfa-2023,Camaçari/BA
2023-08-19 14:00:00,Porto Velho Miners,00 - 86,Sorriso Hornets,,,,bfa-2023,Estádio Aluízio Ferreira - Porto Velho/RO
2023-08-19 14:00:00,Cruzeiro FA,09 - 44,Galo FA,,,,bfa-2023,CTE/UFMG - Belo Horizonte/MG
2023-08-19 15:00:00,Rondonópolis Hawks,07 - 19,Cuiabá Arsenal,,,,bfa-2023,Estádio Eng. Luthero Lopes - Rondonópolis/MT
2023-08-19 15:00:00,Almirantes FA,12 - 17,T-Rex,,,,bfa-2023,Estádio Camilo Mussi - Itajaí/SC
2023-08-20 13:30:00,Caucaia Sabres,00 - 55,Fortaleza Tritões,,,,bfa-2023,Caucaia/CE
2023-08-20 14:00:00,João Pessoa Espectros,61 - 20,Ceará Caçadores,,,,bfa-2023,Vila Olímpica Parahyba - João Pessoa/PB
2023-08-20 14:00:00,Recife Mariners,48 - 00,Carrancas FA,,,,bfa-2023,Estádio do Arruda - Recife/PE
2023-08-20 14:00:00,Juventude FA,12 - 14,Santa Maria Soldiers,,,,bfa-2023,SESI - Caxias do Sul/RS
2023-08-26 14:00:00,Locomotiva FA,07 - 00,Tubarões do Cerrado,,,,bfa-2023,Faculdade Universo - Belo Horizonte/MG
2023-08-27 15:00:00,Parnamirim Scorpions,26 - 14,Jangadeiros FA,,,,bfa-2023,Estádio do Potiguar - Parnamirim/RN
2023-09-02 17:00:00,Carrancas FA,14 - 26,Fortaleza Tritões,,,,bfa-2023,Estádio Paulo Coelho - Petrolina/PE
2023-09-02 18:00:00,Sorriso Hornets,20 - 07,Rondonópolis Hawks,,,,bfa-2023,Toca do Lobo - Sorriso/MT
2023-09-03 13:00:00,Santa Cruz Imortais,07 - 41,Cavalaria 2 de Julho,,,,bfa-2023,Cabo de Sto. Agostinho/PE
2023-09-03 13:30:00,Ceará Caçadores,48 - 06,Parnamirim Scorpions,,,,bfa-2023,UNIFOR - Fortaleza/CE
2023-09-03 14:30:00,Mossoró Petroleiros,07 - 55,João Pessoa Espectros,,,,bfa-2023,Estádio Nogueirão - Mossoró/RN
2023-09-09 14:00:00,Porto Velho Miners,00 - 40,Cuiabá Arsenal,,,,bfa-2023,
2023-09-09 15:00:00,Cruzeiro FA,41 - 19,Locomotiva FA,,,,bfa-2023,Arena Frigoarnaldo - Contagem/MG
2023-09-10 14:00:00,Vasco Almirantes,00 - 44,Galo FA,,,,bfa-2023,Rua Bariri - Rio de Janeiro/RJ
2023-09-16 14:00:00,Sergipe Redentores,54 - 19,Santa Cruz Imortais,,,,bfa-2023,Aracaju/SE
2023-09-17 10:00:00,Vingadores FA,24 - 38,São Luís Sharks,,,,bfa-2023,Estádio Chico Vasques - Belém/PA
2023-09-17 14:00:00,Jangadeiros FA,24 - 14,Mossoró Petroleiros,,,,bfa-2023,Maceió/AL
2023-09-17 14:00:00,Recife Mariners,24 - 23,João Pessoa Espectros,,,,bfa-2023,Estádio do Arruda - Recife/PE
2023-09-17 14:00:00,Manaus FA,54 - 00,Remo Lions,,,,bfa-2023,Estádio Ismael Benigno - Manaus/AM
2023-09-23 15:00:00,Almirantes FA,56 - 14,Santa Maria Soldiers,,,,bfa-2023,Estádio Camilo Mussi - Itajaí/SC
2023-09-24 14:00:00,Istepôs FA,19 - 24,Juventude FA,,,,bfa-2023,Estádio Municipal Galeão - Canelinha/SC
2023-09-30 14:00:00,Cavalaria 2 de Julho,14 - 21,Carrancas FA,,,,bfa-2023,Camaçari/BA
2023-09-30 15:00:00,Cuiabá Arsenal,56 - 00,Porto Velho Miners,,,,bfa-2023,Dutrinha - Cuiabá/MT
2023-09-30 16:00:00,Galo FA,45 - 02,Locomotiva FA,,,,bfa-2023,CTE/UFMG - Belo Horizonte/MG
2023-10-01 13:30:00,Fortaleza Tritões,32 - 30,Ceará Caçadores,,,,bfa-2023,UNIFOR - Fortaleza/CE
2023-10-01 14:00:00,Mossoró Petroleiros,49 - 00,Caucaia Sabres,,,,bfa-2023,W.O.
2023-10-01 14:00:00,Jangadeiros FA,18 - 22,Sergipe Redentores,,,,bfa-2023,Maceió/AL
2023-10-01 14:00:00,Vasco Almirantes,30 - 14,Cruzeiro FA,,,,bfa-2023,Rua Bariri - Rio de Janeiro/RJ
2023-10-01 15:30:00,Santa Cruz Imortais,07 - 51,Recife Mariners,,,,bfa-2023,Cabo de Sto. Agostinho/PE
2023-10-07 18:00:00,Sorriso Hornets,54 - 00,Tubarões do Cerrado,,,,bfa-2023,Toca do Lobo - Sorriso/MT
